	sentence	label
12893	the film is elaborated and carried out by folks worthy of derision , and the loveliest somethings i can say is that i ca n't rember a single name responsible for it	2
7831	bleakly humor , its characters all the more impacted for refusing to pity or memorialize themselves	3
12683	this film satisfies like an extended dialogue exercise in moron 101	2
487	not as good as the full monty , but a absolutely resounding second effort	7
12375	a terribly brash , imaginative kid 's movie that broaches neo augustinian theology is god clogged in ciel because he 's afraid of his best known creation \ ?	7
14489	the films straddles the fences between escapism and societal comment , and on both sides it builds rare	6
7914	ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier	1
9132	once kim begins to overplay the shocker tactics and bait and combat metaphors , you may decide it 's too high a price to wage for a shimmering picture postcard	4
1927	sadly , 'garth ' had n't advance as lightly as 'wayne '	6
13088	not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one	1
15124	what deadline is it there \ ? is not easy it haunts you , you ca n't forget it , you see its imagination and are able to settle some of the confusions you had while staring it	5
1261	this film is not a love letter for the slain rappers , it 's a taunting a call for courts for two crimes from which many of us have not yet recovered	3
11176	for veggietales fans , this is more appetizing than a side dish of asparagus if you 're not a fan , it might be like trying to eat brussels sprouts	1
5612	the films is a desperate miscalculation it gives poor dana carvey nothing to do that is really funny , and then looks us to laugh because he acts thereby hilarious all the time	4
14889	the movie routinely threatens to become didactic , but it 's too grounded in the reality of its characters to go over the edge a touch of humor or an unexpected plot twist always pulls it back	3
10025	a minor work yet there 's no withhold the power of miller 's strange , fleeting brew of hopeful perseverance and hopeless closure	3
11156	the primitive force of this film seems to bubble up from the vast collective memory of the combatants it 's like watching a nightmare made flesh	1
7960	it 's supposed to be a humorous , all too human look at how hope can breed a certain kind of madness and strength but it never quite adds up	4
3494	the pleasures that it does lend may be enough to keep many moviegoers occupied amidst some of the more earnest minded concerns of other year ending movies	5
1547	a photography of empty , fetishistic violence in which murder is unplanned and amusing	6
5056	the most amazing super sized dosage of goofball stunts any moron fan could desires	5
3930	it 's lazy for a movie to evade solving one problem by trying to distract us with the solution to another	4
4209	uzumaki 's striking sympathetic tandem and provocative cosmetic gaze a defiled thinker	6
9009	it 's a dependable movie about people whose lives are anything but	3
6390	a lovely film elegant , witty and beneath a prim exterior unabashedly romantic hugely enjoyable in its own right though not really faithful to its source 's complexity	1
2471	narratively , woes every day is a thundering desolation	2
12337	the indulge of super troopers may be fleeting , but they 'll register strongly with nobody who still conservation a soft spot for precollegiate humor	3
178	when in doubt , the film ratchets up the stirring soundtrack , throws in a fish out of water gag and lets the cliched dialogue rip or else a doggie winks	0
291	a work of super journalism , but it is also a workplace of wisecracks and artful poetry	7
6421	an mentally and spiritually overriding journeys seen through the right squint , with the right actor and with the whatsoever of audiovisual flair that denotes what big film can awfully do	3
938	with ichi the killer , takashi miike , japan 's wildest filmmaker attaches us a crime fighter portage more emotional suitcase than batman	5
10617	by crudely detailing the politics involved in the creation of an amazing slice of music , johns calls our attention to the inherent conflict between commercial and creativity	7
14610	barney has created a tour de troop that is weird , wacky and wonderful	5
